title,URL,Published date,keywords,KW,picture,group
頸椎歪曲釀頭痛耳鳴！矯正頸椎3重點舒緩全身痛,https://www.everydayhealth.com.tw//article/19057,2018-06-12, 肩頸痠痛 脊椎側彎 脊椎 頭痛 暈眩 耳鳴,脊椎側彎 脊椎 頭痛 暈眩 耳鳴,https://c2.staticflickr.com/2/1721/41830193585_0717a4b3c7_b.jpg,4
每天喝茶、愛吃堅果，清大教授減齡20歲秘訣大公開,https://www.everydayhealth.com.tw//article/8821,2015-02-16, 對抗老化 飲食習慣 作息 烹調方法 番茄 花椰菜 菠菜 蘋果 茶 堅果 抗老,飲食習慣 作息 烹調方法 番茄 花椰菜 菠菜 蘋果 茶 堅果 抗老,https://c2.staticflickr.com/8/7693/26654324923_9fbb08ab85_b.jpg,27
天熱還是哈啾、鼻塞又咳嗽？原來是身體太潮濕,https://www.everydayhealth.com.tw//article/15477,2017-07-24, 濕氣體質 濕氣 咳嗽 鼻塞 小黃瓜 薏仁,濕氣 咳嗽 鼻塞 小黃瓜 薏仁,https://static.everydayhealth.com.tw/main/201706/35865299181_5601325b9c_b.jpg,27
肩頸痛竟是頑固便秘所致！躺著按摩這穴道排一身毒,https://www.everydayhealth.com.tw//article/17614,2018-01-05, 穴道導引 便秘 肩頸僵硬 穴道按摩 腸道 肩膀酸痛,便秘 肩頸僵硬 穴道按摩 腸道 肩膀酸痛,https://c1.staticflickr.com/5/4683/24625068907_a2d59d890e_b.jpg,14
三分之一阿茲海默症患者不會失智！日專家：關鍵在於這些習慣,https://www.everydayhealth.com.tw//article/16250,2017-08-26, 養生保健 阿茲海默症 大腦 魚 油 DHA EPA,阿茲海默症 大腦 魚 油 DHA EPA,https://static.everydayhealth.com.tw/main/201708/35955519274_0da2eee817_b.jpg,21
經期要護肝、排卵期提升免疫力！月經週期藏養生秘密,https://www.everydayhealth.com.tw//article/17018,2017-11-09, 養生保健 經期 經血 月經 生理期 貧血 皮膚,經期 經血 月經 生理期 貧血 皮膚,https://c1.staticflickr.com/5/4567/38259720811_a11f417369_b.jpg,9
腎退化、氣血不足…耳朵這徵兆當心！4招通經絡活血,https://www.everydayhealth.com.tw//article/17391,2018-01-04, 氣血不足調養 氣血 耳朵 耳鳴 按摩 促進血液循環,氣血 耳朵 耳鳴 按摩 促進血液循環,https://c1.staticflickr.com/5/4590/39467643041_b74a539eaf_b.jpg,23
前中視總經理心肌梗塞逝世！預防+急救1次搞懂,https://www.everydayhealth.com.tw//article/17790,2018-01-03, 保健新聞 心肌梗塞 心血管疾病 胸痛 CPR 喝水 保暖,心肌梗塞 心血管疾病 胸痛 CPR 喝水 保暖,https://c1.staticflickr.com/5/4683/27685535059_91f774bcba_b.jpg,17
當心耳部老化：8習慣X10種食材擁有好聽力,https://www.everydayhealth.com.tw//article/4990,2014-08-05, 對抗老化 耳朵 蘋果 中耳炎 聽力 減重,耳朵 蘋果 中耳炎 聽力 減重,https://farm4.staticflickr.com/3904/14833561132_8f16c85809_b.jpg,27
刮痧要刮頸三條,https://www.everydayhealth.com.tw//article/6014,2014-11-28, 健康小撇步 中醫 刮痧 氣血 肩頸痠痛,中醫 刮痧 氣血 肩頸痠痛,https://farm9.staticflickr.com/8646/16206617690_c6610882b5_b.jpg,27
這些病跟吃太多都有關！醫學博士一日2餐，從此不生病,https://www.everydayhealth.com.tw//article/11391,2016-12-14, 健康飲食 免疫力 斷食 紅茶 紅蘿蔔 蘋果 蜂蜜 黑糖,免疫力 斷食 紅茶 紅蘿蔔 蘋果 蜂蜜 黑糖,https://farm1.staticflickr.com/60/31465844832_7a6df8f8a1_b.jpg,27
免針灸免按摩！寶特瓶溫暖後頸，高血壓、心悸都改善,https://www.everydayhealth.com.tw//article/17653,2018-01-01, 養生保健 脖子 頸椎 高血壓 糖尿病 異位性皮膚炎 放鬆脖子救全身,脖子 頸椎 高血壓 糖尿病 異位性皮膚炎 放鬆脖子救全身,https://c1.staticflickr.com/5/4728/39346209351_1bdc1bb010_b.jpg,4
對抗掉髮、禿頭的必按3穴道！還能活化心腎功能,https://www.everydayhealth.com.tw//article/10372,2015-09-15, 穴道導引 禿頭 穴道按摩 荷爾蒙 血液循環 頭髮,禿頭 穴道按摩 荷爾蒙 血液循環 頭髮,https://farm6.staticflickr.com/5631/20805409874_a7d1b0b58a_b.jpg,1
14歲少女竟有50歲頸椎！9徵兆檢測你的脖子是否過勞,https://www.everydayhealth.com.tw//article/17650,2017-12-29, 養生保健 脖子 頸椎 肩頸僵硬 頸椎僵直 低頭族 放鬆脖子救全身,脖子 頸椎 肩頸僵硬 頸椎僵直 低頭族 放鬆脖子救全身,https://c1.staticflickr.com/5/4680/25477403498_f1a39ffa67_b.jpg,4
10徵兆當心已骨鬆！名醫：一天蹬後腳跟30下可預防,https://www.everydayhealth.com.tw//article/20873,2019-01-11, 對抗老化 骨折 骨骼 骨質疏鬆 骨質疏鬆症 更年期 咖啡,骨折 骨骼 骨質疏鬆 骨質疏鬆症 更年期 咖啡,https://c1.staticflickr.com/5/4846/45759727275_fa76da224e_b.jpg,16
養氣血就是養生！氣血充足，健康會自己來,https://www.everydayhealth.com.tw//article/10634,2015-10-29, 氣血不足調養 高血壓 過敏 癌症 氣血 養氣血就是養生,高血壓 過敏 癌症 氣血 養氣血就是養生,https://c1.staticflickr.com/1/756/21938998434_2218d39e8f_b.jpg,13
月吃2次，乳癌風險多2倍，更年期更要遠離！,https://www.everydayhealth.com.tw//article/17584,2017-12-28, 保健新聞 乳癌 膽固醇 更年期 烤肉,乳癌 膽固醇 更年期 烤肉,https://c1.staticflickr.com/5/4639/39297065332_b99599be96_b.jpg,20
日長青女星7種不老保養術，抗老名醫評選冠軍是這杯,https://www.everydayhealth.com.tw//article/17674,2017-12-28, 養生保健 健康飲食 抗老 維生素C 凍豆腐 糙米 優質蛋白質,健康飲食 抗老 維生素C 凍豆腐 糙米 優質蛋白質,https://c1.staticflickr.com/5/4640/25457461428_447d8fc0b1_b.jpg,18
每5分鐘就有1人罹癌！乳癌增加最多，這些食材可預防,https://www.everydayhealth.com.tw//article/17740,2017-12-28, 保健新聞 癌症 大腸癌 乳癌 肺癌 預防癌症,癌症 大腸癌 乳癌 肺癌 預防癌症,https://c1.staticflickr.com/5/4637/39344243921_19641af759_b.jpg,13
心臟名醫2種調養讓他成功停藥，一年瘦下20公斤,https://www.everydayhealth.com.tw//article/17634,2017-12-28, 養生保健 量血壓 降血壓 高血壓 動脈 血管,量血壓 降血壓 高血壓 動脈 血管,https://c1.staticflickr.com/5/4592/38618507524_6821e1a93a_b.jpg,2
放鬆脖子救全身！從頭到腳的究極治癒術,https://www.everydayhealth.com.tw//article/17719,2017-12-28, 養生保健 脖子 頭痛 肩頸僵硬 暈眩 按摩 放鬆脖子救全身,脖子 頭痛 肩頸僵硬 暈眩 按摩 放鬆脖子救全身,https://c1.staticflickr.com/5/4647/39329040501_fb78591f11_b.jpg,4
脂肪肝是動脈硬化的第一步！肝臟科醫師清血液好食Top5,https://www.everydayhealth.com.tw//article/21131,2019-02-25, 養生保健 脂肪肝 醋 巧克力 青花菜 可可 納豆 心血管疾病,脂肪肝 醋 巧克力 青花菜 可可 納豆 心血管疾病,https://c2.staticflickr.com/8/7871/32212138727_1446613654_b.jpg,20
腫瘤外科醫：除了腫塊，還有4種別輕忽的乳癌徵兆,https://www.everydayhealth.com.tw//article/13967,2017-01-06, 養生保健 乳癌 皮膚 腫瘤 癌症,乳癌 皮膚 腫瘤 癌症,https://c1.staticflickr.com/1/619/31250839784_368c12979d_b.jpg,13
早餐只吃優格 快速減去內臟脂肪~,https://www.everydayhealth.com.tw//article/5520,2014-11-03, 健康小撇步 優格 脂肪 體脂肪 早餐 減重,優格 脂肪 體脂肪 早餐 減重,https://farm9.staticflickr.com/8116/15673155366_7af960d2f5_b.jpg,27
大腦排毒不順小心失智症！這個時間代謝能力強40倍,https://www.everydayhealth.com.tw//article/15761,2017-07-27, 其他身心健康 淋巴 大腦 排毒 睡眠 代謝,淋巴 大腦 排毒 睡眠 代謝,https://static.everydayhealth.com.tw/main/201707/36172934065_a7e6b22a47_b.jpg,27
哈佛教授：血管劣化致掉髮、肩頸僵硬，3招能改善,https://www.everydayhealth.com.tw//article/17578,2017-12-25, 對抗老化 肩頸僵硬 掉髮 微血管 自律神經 呼吸 肉桂,肩頸僵硬 掉髮 微血管 自律神經 呼吸 肉桂,https://c1.staticflickr.com/5/4640/38504305964_eae5286056_b.jpg,14
疲勞嗜酸、礦物質不足嗜鹹，營養師教你這時這樣吃,https://www.everydayhealth.com.tw//article/15251,2017-06-21, 健康飲食 水果 香蕉 醋 菠菜 糖,水果 香蕉 醋 菠菜 糖,https://static.everydayhealth.com.tw/main/201705/35211862166_094e2413d7_b.jpg,27
便祕脹氣又腹瀉...腸困擾6類型，對症解決還你好便力,https://www.everydayhealth.com.tw//article/8852,2016-04-20, 養生保健 腸道 纖維 虛寒 壓力 便祕,腸道 纖維 虛寒 壓力 便祕,https://farm2.staticflickr.com/1635/26424264502_3387df2742_b.jpg,11
代謝不變差！35歲女性一定要知道抗老飲食5要點,https://www.everydayhealth.com.tw//article/9620,2016-09-18, 對抗老化 飲食 運動 喝水 檸檬水 抑制飢餓感 基礎代謝 抗老,飲食 運動 喝水 檸檬水 抑制飢餓感 基礎代謝 抗老,https://farm1.staticflickr.com/415/18905576512_540edb8cf1_b.jpg,17
改善睡眠的觀念和方法,https://www.everydayhealth.com.tw//article/2455,2013-12-04, 失眠問題 生活習慣 睡眠品質 健康資訊 減重,生活習慣 睡眠品質 健康資訊 減重,https://farm3.staticflickr.com/2917/14528958549_b572609eff_b.jpg,3
持續低溫猝死暴增！一天踏步90秒，護血管防8成猝死,https://www.everydayhealth.com.tw//article/14470,2017-12-22, 養生保健 血管 老化 心肌梗塞 腦中風,血管 老化 心肌梗塞 腦中風,https://c1.staticflickr.com/5/4732/38484895724_f115c80a3c_b.jpg,2
「多發性硬化症」無力、視力模糊…輕熟女慎防多發性硬化症,https://www.everydayhealth.com.tw//article/12439,2019-02-22, 健康飲食 多發性硬化症 抗發炎 花椰菜 高麗菜 腸道,多發性硬化症 抗發炎 花椰菜 高麗菜 腸道,https://c2.staticflickr.com/8/7909/46250606455_d0753e121c_b.jpg,27
心臟病發作、死亡正值高峰期！醫師推這1盤健血管,https://www.everydayhealth.com.tw//article/17819,2018-01-17, 健康飲食 更年期 心肌梗塞 心絞痛 心臟 膽固醇,更年期 心肌梗塞 心絞痛 心臟 膽固醇,https://c1.staticflickr.com/5/4699/25824985728_0a227f7e44_b.jpg,20
排便順暢，自律神經就平衡！立即強化與調節這樣吃,https://www.everydayhealth.com.tw//article/13980,2017-01-08, 健康飲食 自律神經失調 蛋白質 腸道 超商 香蕉 雞蛋,自律神經失調 蛋白質 腸道 超商 香蕉 雞蛋,https://farm1.staticflickr.com/683/31293058634_fe3d6d571f_b.jpg,27
日名醫：促代謝18分鐘泡澡，燃脂效果等同跑步半小時,https://www.everydayhealth.com.tw//article/11254,2017-12-20, 養生保健 泡澡 虛寒 燃脂 減肥 血液循環 新陳代謝,泡澡 虛寒 燃脂 減肥 血液循環 新陳代謝,https://c1.staticflickr.com/5/4731/39126250661_08d8af016e_b.jpg,15
這瞬間血糖急飆！營養師：白飯這樣搭穩血糖不發胖,https://www.everydayhealth.com.tw//article/17521,2017-12-20, 健康飲食 肥胖 血糖 GI值 糖尿病 菇類 醋,肥胖 血糖 GI值 糖尿病 菇類 醋,https://c1.staticflickr.com/5/4645/24289909397_10ccf19d09_b.jpg,25
日本800位百歲人瑞長壽秘密！抗發炎就要做這2件事,https://www.everydayhealth.com.tw//article/14494,2017-03-13, 對抗老化 長壽 養生 魚 散步 抗發炎 抗老,長壽 養生 魚 散步 抗發炎 抗老,https://static.everydayhealth.com.tw/main/201703/33144188472_6d981bcab9_b.jpg,18
躺著抬抬腳掌，養好子宮改善所有女性煩惱,https://www.everydayhealth.com.tw//article/11937,2016-08-21, 養生保健 漏尿 瘦小腹 經痛 血液循環 骨盆,漏尿 瘦小腹 經痛 血液循環 骨盆,https://farm9.staticflickr.com/8035/29079539865_61f81c676b_b.jpg,22
強烈寒流發威！掌握保暖3重點部位，防中風、心肌梗塞,https://www.everydayhealth.com.tw//article/17631,2017-12-18, 保健新聞 寒流 天氣冷 保暖 中風 心肌梗塞 心血管疾病,寒流 天氣冷 保暖 中風 心肌梗塞 心血管疾病,https://c1.staticflickr.com/5/4731/38411403814_2dc3096572_b.jpg,2
韓國研究：7千位婦女補充這營養，糖尿病風險降4成,https://www.everydayhealth.com.tw//article/17583,2017-12-17, 健康飲食 葉酸 維生素B群 糖尿病 降血糖,葉酸 維生素B群 糖尿病 降血糖,https://c1.staticflickr.com/5/4553/38333906894_71b2d4eb40_b.jpg,25
幫身體除濕！夏天做2件事，疏通淋巴結增加免疫力,https://www.everydayhealth.com.tw//article/9378,2015-05-06, 濕氣體質 冷氣房 流汗 淋巴 濕氣 關節,冷氣房 流汗 淋巴 濕氣 關節,https://farm8.staticflickr.com/7083/27401624893_c726e917e6_b.jpg,12
失眠讓心肌梗塞機率大增！這樣放鬆緊繃神經好好睡,https://www.everydayhealth.com.tw//article/13474,2018-12-09, 西醫醫學 失眠 心肌梗塞 高血壓 心臟病 治療 橫膈膜呼吸 腹式呼吸,失眠 心肌梗塞 高血壓 心臟病 治療 橫膈膜呼吸 腹式呼吸,https://farm6.staticflickr.com/5488/30729475936_93e240de38_b.jpg,2
老是駝背讓手舉不高！緊繃的肩背、胸口就靠2招舒緩,https://www.everydayhealth.com.tw//article/14499,2017-03-14, 腰痠背痛 肩頸僵硬 駝背 肌肉 關節 手臂,肩頸僵硬 駝背 肌肉 關節 手臂,https://c1.staticflickr.com/1/747/32511818534_72521e5dee_b.jpg,12
失眠、熱潮紅…更年期該補充荷爾蒙嗎？婦科醫分析利弊,https://www.everydayhealth.com.tw//article/17063,2017-11-19, 對抗老化 更年期 停經 雌激素 女性荷爾蒙 荷爾蒙 荷爾蒙補充療法,更年期 停經 雌激素 女性荷爾蒙 荷爾蒙 荷爾蒙補充療法,https://c1.staticflickr.com/5/4545/24602348668_d38f2944c3_b.jpg,1
頭、背、肩頸痛！2分鐘一次解決,https://www.everydayhealth.com.tw//article/11690,2016-07-20, 肩頸痠痛 肌肉 消除疲勞 血液循環 頭痛 腰痠背痛 燃脂 肩胛骨 伸展 褐色脂肪,肌肉 消除疲勞 血液循環 頭痛 腰痠背痛 燃脂 肩胛骨 伸展 褐色脂肪,https://farm9.staticflickr.com/8581/28370492056_f695dd4732_b.jpg,14
粗脖子短下巴，好發睡眠呼吸中止症！快避開3種NG睡姿,https://www.everydayhealth.com.tw//article/17516,2017-12-14, 養生保健 打呼 睡眠呼吸中止症 呼吸 睡眠 睡眠品質,打呼 睡眠呼吸中止症 呼吸 睡眠 睡眠品質,https://c1.staticflickr.com/5/4647/27247783449_08dc4f4a67_b.jpg,3
久坐死亡率高2倍！超過30分鐘要做1件事保命,https://www.everydayhealth.com.tw//article/17446,2017-12-13, 保健新聞 久坐 醫學研究 胰島素 老化 防癌,久坐 醫學研究 胰島素 老化 防癌,https://c1.staticflickr.com/5/4646/25127869288_dc467d16c7_b.jpg,27
按摩頭頂通氣血從頭暖到腳，肩頸僵硬也改善,https://www.everydayhealth.com.tw//article/17480,2017-12-13, 養生保健 按摩 自律神經 肩頸僵硬 腳趾冰冷 免疫力,按摩 自律神經 肩頸僵硬 腳趾冰冷 免疫力,https://c1.staticflickr.com/5/4690/25127869138_ebfe1a9bf3_b.jpg,4
早餐吃太多反而會生病！降血脂不發胖喝這兩杯,https://www.everydayhealth.com.tw//article/14507,2017-03-10, 健康飲食 早餐 斷食 飲食習慣 體溫 生薑 紅茶 防癌,早餐 斷食 飲食習慣 體溫 生薑 紅茶 防癌,https://static.everydayhealth.com.tw/main/201703/33335574695_d3ec164fa4_b.jpg,27
一支吹風機就能通氣血，還能改善高血壓、久咳、經痛,https://www.everydayhealth.com.tw//article/17325,2017-11-22, 養生保健 穴道按摩 降血壓 經痛/生理痛 止咳 經絡穴位大百科,穴道按摩 降血壓 經痛/生理痛 止咳 經絡穴位大百科,https://c1.staticflickr.com/5/4577/38557055301_1b6f76595a_b.jpg,9
40歲過後，不能不知道的6大內在保養食物,https://www.everydayhealth.com.tw//article/12719,2016-07-31, 健康飲食 保養 膠原蛋白 骨骼 虛寒 奇異果 薑 西瓜 抗老,保養 膠原蛋白 骨骼 虛寒 奇異果 薑 西瓜 抗老,https://farm8.staticflickr.com/7573/28516666772_792cd17349_b.jpg,18
暈眩水腫、頭痛肩痛也好了！揉揉耳朵等同全身按摩,https://www.everydayhealth.com.tw//article/13744,2017-01-19, 穴道導引 耳朵 大腦 肩頸僵硬 虛寒 血液循環 失智,耳朵 大腦 肩頸僵硬 虛寒 血液循環 失智,https://farm1.staticflickr.com/259/31548134153_2ec43a1345_b.jpg,14
按摩頸部活絡腦脊髓液！幫大腦排廢就能促進全身代謝,https://www.everydayhealth.com.tw//article/17497,2017-12-11, 養生保健 腦脊髓液 淋巴 肩頸僵硬 按摩 減肥,腦脊髓液 淋巴 肩頸僵硬 按摩 減肥,https://c1.staticflickr.com/5/4570/24023796497_1674b28b47_b.jpg,4
按摩風池穴，鬆弛後頸部肌肉,https://www.everydayhealth.com.tw//article/8629,2015-01-07, 健康小撇步 按摩 穴道按摩 豐胸 打掃 脖子 肩頸痠痛,按摩 穴道按摩 豐胸 打掃 脖子 肩頸痠痛,https://farm8.staticflickr.com/7531/16144852280_ea50c1bba2_b.jpg,5
85歲奶奶的大腦年齡少13歲！關鍵在於她都喝這個,https://www.everydayhealth.com.tw//article/12981,2016-08-19, 對抗老化 大腦 失智 海帶芽 牛奶 豆漿 豆腐,大腦 失智 海帶芽 牛奶 豆漿 豆腐,https://farm9.staticflickr.com/8763/29079539755_0896a71bd4_b.jpg,0
聽音樂竟能改善高血壓！專家：一天12分鐘就有感,https://www.everydayhealth.com.tw//article/17461,2017-12-09, 養生保健 降血壓 高血壓 放鬆 紓壓 壓力,降血壓 高血壓 放鬆 紓壓 壓力,https://c1.staticflickr.com/5/4572/37979010025_2b53d85616_b.jpg,2
胸痛攸關生死！日醫博士：護心清瘀血，防心肌梗塞這樣做,https://www.everydayhealth.com.tw//article/21434,2019-04-12, 養生保健 心肌梗塞 心臟病 動脈硬化 促進血液循環,心肌梗塞 心臟病 動脈硬化 促進血液循環,https://live.staticflickr.com/7805/47531908852_f92c236261_b.jpg,23
只要改變2姿勢＋按壓這穴道，有效改善O型腿,https://www.everydayhealth.com.tw//article/15041,2017-05-25, 養生保健 O型腿 骨盆 穴道按摩 走路 高跟鞋,O型腿 骨盆 穴道按摩 走路 高跟鞋,https://static.everydayhealth.com.tw/main/201704/34427975670_9303d880e3_b.jpg,22
日本美容教主的私藏逆齡術：大蒜和薑是最棒抗老食物,https://www.everydayhealth.com.tw//article/17210,2017-12-06, 對抗老化 大蒜 薑 抗氧化 多喝水 抗老,大蒜 薑 抗氧化 多喝水 抗老,https://c1.staticflickr.com/5/4581/27069331199_eb58f289c2_b.jpg,18
每天喝兩次豆漿，紅潮熱機率降低超過2成,https://www.everydayhealth.com.tw//article/5826,2014-11-19, 健康小撇步 女性 豆漿 更年期,女性 豆漿 更年期,https://farm9.staticflickr.com/8605/16407910476_5881e28050_b.jpg,0
手腳麻、視力模糊？第一時間揪出糖尿病7大指標,https://www.everydayhealth.com.tw//article/11459,2016-02-26, 養生保健 完全逆轉高血糖 手腳麻 糖尿病 血糖 視力 頻尿 高血糖,完全逆轉高血糖 手腳麻 糖尿病 血糖 視力 頻尿 高血糖,https://farm2.staticflickr.com/1650/25174248581_60ab959506_b.jpg,25
肩頸痠、打嗝、偏頭痛，留意10大高血壓前兆,https://www.everydayhealth.com.tw//article/13251,2016-09-29, 養生保健 超簡單降血壓 暈眩 血管 高血壓 肩頸痠痛,超簡單降血壓 暈眩 血管 高血壓 肩頸痠痛,https://farm8.staticflickr.com/7551/29998147255_162fabfee4_b.jpg,2
超高壓！壓力比失業還大，心血管風險更高的工作是…,https://www.everydayhealth.com.tw//article/17380,2017-12-04, 保健新聞 壓力 霸凌 心血管 免疫力 代謝,壓力 霸凌 心血管 免疫力 代謝,https://c1.staticflickr.com/5/4542/37978451824_0b290a8188_b.jpg,27
幫大腦邊睡邊排毒！薑黃變身黃金拿鐵抗發炎遠離失智,https://www.everydayhealth.com.tw//article/20166,2018-09-27, 失眠問題 睡眠品質 失智症 阿茲海默症 薑黃,睡眠品質 失智症 阿茲海默症 薑黃,https://c2.staticflickr.com/2/1949/44925811291_10c1d134a1_b.jpg,21
預防中風從強化心血管開始，5食物讓血管重拾年輕,https://www.everydayhealth.com.tw//article/3271,2017-12-17, 健康飲食 心血管 血管 魚 蘋果 黃豆,心血管 血管 魚 蘋果 黃豆,https://c1.staticflickr.com/5/4553/25198743088_f72e417b47_b.jpg,2
早晚一杯水能護心，這樣吃降30％心血管疾病風險​,https://www.everydayhealth.com.tw//article/17340,2017-12-02, 養生保健 心臟病 心肌梗塞 地中海飲食 喝水 中西醫護心救命帖,心臟病 心肌梗塞 地中海飲食 喝水 中西醫護心救命帖,https://c1.staticflickr.com/5/4559/38739404931_7fb47c1c05_b.jpg,17
秋天好發氣喘！胸腔科醫：蜂蜜咖啡止咳防肺病,https://www.everydayhealth.com.tw//article/20174,2018-09-27, 健康飲食 氣喘 久咳 咳嗽 咖啡 蜂蜜 過敏,氣喘 久咳 咳嗽 咖啡 蜂蜜 過敏,https://c2.staticflickr.com/2/1944/44205527744_2d49e59657_b.jpg,0
十招加速代謝力！高血壓、糖尿病、腦中風都因它：代謝,https://www.everydayhealth.com.tw//article/15567,2017-06-27, 養生保健 十招加速代謝力 代謝 基礎代謝 燃脂 荷爾蒙,十招加速代謝力 代謝 基礎代謝 燃脂 荷爾蒙,https://c1.staticflickr.com/5/4235/35560543395_3dd20c2d5e_b.jpg,1
女性限定！胸部體操促進血液、淋巴循環，緩經痛,https://www.everydayhealth.com.tw//article/9938,2015-08-04, 經痛/生理痛 促進血液循環 按摩 淋巴 生理期 胸部 胸部保養,促進血液循環 按摩 淋巴 生理期 胸部 胸部保養,https://farm1.staticflickr.com/436/19654352833_e716374885_b.jpg,23
每天定時吃三餐不一定好？醫學博士揭迷思,https://www.everydayhealth.com.tw//article/729,2018-02-01, 養生保健 健康飲食 跑步 壓力 減重,健康飲食 跑步 壓力 減重,https://c1.staticflickr.com/5/4754/39290985774_75d667c20f_b.jpg,1
吃火鍋助眠、平衡自律神經，尤其這兩種料,https://www.everydayhealth.com.tw//article/17194,2017-11-25, 失眠問題 失眠 火鍋 黑豆 大豆 醋 昆布 黑木耳 黑芝麻,失眠 火鍋 黑豆 大豆 醋 昆布 黑木耳 黑芝麻,https://c1.staticflickr.com/5/4577/26781050749_0dc886006a_b.jpg,27
中醫秘訣叩頭養生法！輕敲頭部這些穴道，醒腦防中風,https://www.everydayhealth.com.tw//article/9693,2015-10-16, 穴道導引 記憶力 穴道 中醫 腦中風 經絡 失智,記憶力 穴道 中醫 腦中風 經絡 失智,https://farm1.staticflickr.com/565/22183561236_7c4f7b3b05_b.jpg,5
防癌抗阿茲海默症！吃這些食物、摩擦手部增免疫,https://www.everydayhealth.com.tw//article/11488,2016-04-28, 養生保健 免疫力 感冒 抗癌 糙米 阿茲海默症 體操,免疫力 感冒 抗癌 糙米 阿茲海默症 體操,https://farm2.staticflickr.com/1521/26669875245_9fd1879988_b.jpg,8
就靠這一招，治好糾纏15年的坐骨神經痛！,https://www.everydayhealth.com.tw//article/13284,2019-03-23, 坐骨神經痛 踮腳尖 淋巴 脊椎 腳 伸展 伸展運動,踮腳尖 淋巴 脊椎 腳 伸展 伸展運動,https://farm6.staticflickr.com/5056/29849336490_e274c7f33c_b.jpg,12
神經受壓迫，小腿總是常抽筋！救急穴位按虎口、人中,https://www.everydayhealth.com.tw//article/13797,2017-01-01, 穴道導引 久坐 腳抽筋 小腿肌 消除疲勞 按摩 手指按摩 鈣,久坐 腳抽筋 小腿肌 消除疲勞 按摩 手指按摩 鈣,https://farm1.staticflickr.com/439/31835374861_8c575f48d2_b.jpg,24
整腸排毒強免疫，日本選年度代表菜竟是它！,https://www.everydayhealth.com.tw//article/17300,2017-11-21, 健康飲食 香菜 感冒 免疫力 咳嗽 消化,香菜 感冒 免疫力 咳嗽 消化,https://c1.staticflickr.com/5/4548/37650551715_13760fa662_b.jpg,8
世界第一長壽的秘密！早餐吃優酪乳地瓜、晚上喝牛奶,https://www.everydayhealth.com.tw//article/10472,2017-04-25, 對抗老化 睡眠 睡眠品質 補眠 上班族 優格 地瓜 牛奶,睡眠 睡眠品質 補眠 上班族 優格 地瓜 牛奶,https://c1.staticflickr.com/5/4188/34670146115_6465f8e25b_b.jpg,3
眼睛疲勞引起全身病痛！1招坐著舉手就能緩解疲勞,https://www.everydayhealth.com.tw//article/10728,2015-11-19, 養生保健 眼睛 眼睛疲勞 保健 暈眩 關節炎 頭痛 高血壓 便祕 瑜伽,眼睛 眼睛疲勞 保健 暈眩 關節炎 頭痛 高血壓 便祕 瑜伽,https://farm1.staticflickr.com/664/22811633270_770869da27_b.jpg,26
偏頭痛、肩頸酸是因為...1招改善駝背、頸部前傾,https://www.everydayhealth.com.tw//article/10218,2015-11-06, 頭痛/偏頭痛 免疫力 改善視力 新陳代謝 消除疲勞 淋巴 眼睛疲勞 神經 肩頸僵硬 肩頸痠痛 視力 頸椎 頸椎僵直 駝背,免疫力 改善視力 新陳代謝 消除疲勞 淋巴 眼睛疲勞 神經 肩頸僵硬 肩頸痠痛 視力 頸椎 頸椎僵直 駝背,https://farm1.staticflickr.com/627/22804614152_897ac382b4_b.jpg,4
日睡眠名醫：這樣睡，半年就能改善糖尿病！,https://www.everydayhealth.com.tw//article/10475,2015-10-02, 養生保健 慢性病 睡眠 睡眠品質 糖尿病 血糖,慢性病 睡眠 睡眠品質 糖尿病 血糖,https://farm1.staticflickr.com/658/21866055732_60122c0431_b.jpg,3
打呼暗藏致命危機！醫：心臟病機率高4倍,https://www.everydayhealth.com.tw//article/20203,2018-09-25, 保健新聞 睡眠呼吸中止症 打呼 睡眠品質 睡眠障礙 肥胖,睡眠呼吸中止症 打呼 睡眠品質 睡眠障礙 肥胖,https://c2.staticflickr.com/2/1973/43987614335_6acb247232_b.jpg,3
循環差養出癌細胞！早餐前10次小跳步養成不生病體質,https://www.everydayhealth.com.tw//article/17291,2017-11-20, 養生保健 跳躍 促進血液循環 免疫力 感冒 防癌,跳躍 促進血液循環 免疫力 感冒 防癌,https://c1.staticflickr.com/5/4558/38475931391_0315ae35ca_b.jpg,8
5徵兆看出血管健康！3類食物清澈血液、促進循環,https://www.everydayhealth.com.tw//article/10479,2015-10-02, 健康飲食 促進血液循環 心血管 手腳冰冷 氣血 血液循環 血管 黑眼圈,促進血液循環 心血管 手腳冰冷 氣血 血液循環 血管 黑眼圈,https://farm6.staticflickr.com/5768/21877971225_e3b49228fc_b.jpg,23
接地氣消炎防癌又抗老，緩解80％慢性發炎疾病！赤腳,https://www.everydayhealth.com.tw//article/12896,2017-11-17, 養生保健 健康新知 打赤腳 抗氧化 抗癌 抗發炎 抗老,健康新知 打赤腳 抗氧化 抗癌 抗發炎 抗老,https://farm9.staticflickr.com/8517/28764978821_81b826bc64_b.jpg,18
注意洗澡的「傷心」危機！忽略這關鍵當心血管,https://www.everydayhealth.com.tw//article/17202,2017-11-16, 養生保健 泡澡 大腦 抗老 血液循環 呼吸,泡澡 大腦 抗老 血液循環 呼吸,https://c1.staticflickr.com/5/4585/38409648301_dc8f8dc249_b.jpg,18
